discount rate 0,discount rate 1,discount rate 2,A.0_ID flood wave shape,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,policy_name
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,scenario_1,policy_1,dikesnet,166068239.79295176,0.0,61400000.0,policy_1
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,scenario_2,policy_1,dikesnet,326873865.4953828,0.0,61400000.0,policy_1
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,scenario_3,policy_1,dikesnet,399502371.4003066,0.0,61400000.0,policy_1
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,scenario_4,policy_1,dikesnet,369428879.53053164,0.0,61400000.0,policy_1
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,scenario_5,policy_1,dikesnet,2152592753.8809204,0.0,61400000.0,policy_1
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,6,10,7,scenario_1,policy_2,dikesnet,24331009.798074197,0.0,92100000.0,policy_2
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,6,10,7,scenario_2,policy_2,dikesnet,34463632.55985618,0.0,92100000.0,policy_2
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,6,10,7,scenario_3,policy_2,dikesnet,65967393.393612415,0.0,92100000.0,policy_2
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,6,10,7,scenario_4,policy_2,dikesnet,84795120.66957724,0.0,92100000.0,policy_2
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,6,10,7,scenario_5,policy_2,dikesnet,964411197.5912259,0.0,92100000.0,policy_2
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,scenario_1,policy_3,dikesnet,1425256334.19064,0.0,30700000.0,policy_3
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,scenario_2,policy_3,dikesnet,1350057349.1143656,0.0,30700000.0,policy_3
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,scenario_3,policy_3,dikesnet,399502559.0120196,0.0,30700000.0,policy_3
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,scenario_4,policy_3,dikesnet,743986323.6542603,0.0,30700000.0,policy_3
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,scenario_5,policy_3,dikesnet,2577115529.678558,0.0,30700000.0,policy_3
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,6,2,2,0,0,0,0,0,7,1,0,scenario_1,policy_4,dikesnet,33108538.064261187,22167818.198803753,30700000.0,policy_4
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,6,2,2,0,0,0,0,0,7,1,0,scenario_2,policy_4,dikesnet,60600411.301275656,22167818.198803753,30700000.0,policy_4
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,6,2,2,0,0,0,0,0,7,1,0,scenario_3,policy_4,dikesnet,65967581.00532545,22167818.198803753,30700000.0,policy_4
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,6,2,2,0,0,0,0,0,7,1,0,scenario_4,policy_4,dikesnet,111322554.41256234,22167818.198803753,30700000.0,policy_4
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,6,2,2,0,0,0,0,0,7,1,0,scenario_5,policy_4,dikesnet,1042540484.2689706,22167818.198803753,30700000.0,policy_4
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,6,6,1,scenario_1,policy_5,dikesnet,405681799.6472026,20299287.62732069,30700000.0,policy_5
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,6,6,1,scenario_2,policy_5,dikesnet,339203256.47539425,20299287.62732069,30700000.0,policy_5
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,6,6,1,scenario_3,policy_5,dikesnet,399502559.0120196,20299287.62732069,30700000.0,policy_5
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,6,6,1,scenario_4,policy_5,dikesnet,368661842.90374035,20299287.62732069,30700000.0,policy_5
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,6,6,1,scenario_5,policy_5,dikesnet,2577115529.678558,20299287.62732069,30700000.0,policy_5
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,7,6,2,2,0,0,0,0,0,6,6,0,scenario_1,policy_6,dikesnet,8222057.2187696975,22167818.198803753,61400000.0,policy_6
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,7,6,2,2,0,0,0,0,0,6,6,0,scenario_2,policy_6,dikesnet,5064083.097687921,22167818.198803753,61400000.0,policy_6
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,7,6,2,2,0,0,0,0,0,6,6,0,scenario_3,policy_6,dikesnet,0.0,22167818.198803753,61400000.0,policy_6
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,7,6,2,2,0,0,0,0,0,6,6,0,scenario_4,policy_6,dikesnet,70191124.64784995,22167818.198803753,61400000.0,policy_6
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,7,6,2,2,0,0,0,0,0,6,6,0,scenario_5,policy_6,dikesnet,50501473.19443937,22167818.198803753,61400000.0,policy_6
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,0,0,2,6,0,scenario_1,policy_7,dikesnet,8370736.213050796,24198032.45136138,30700000.0,policy_7
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,0,0,2,6,0,scenario_2,policy_7,dikesnet,5064083.097687921,24198032.45136138,30700000.0,policy_7
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,0,0,2,6,0,scenario_3,policy_7,dikesnet,0.0,24198032.45136138,30700000.0,policy_7
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,0,0,2,6,0,scenario_4,policy_7,dikesnet,71069861.11122791,24198032.45136138,30700000.0,policy_7
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,0,0,2,6,0,scenario_5,policy_7,dikesnet,334307629.4949579,24198032.45136138,30700000.0,policy_7
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,0,0,0,6,10,4,scenario_1,policy_8,dikesnet,26298032.521650143,20299287.62732069,61400000.0,policy_8
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,0,0,0,6,10,4,scenario_2,policy_8,dikesnet,38885813.63272315,20299287.62732069,61400000.0,policy_8
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,0,0,0,6,10,4,scenario_3,policy_8,dikesnet,65967393.393612415,20299287.62732069,61400000.0,policy_8
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,0,0,0,6,10,4,scenario_4,policy_8,dikesnet,107355113.57462594,20299287.62732069,61400000.0,policy_8
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,0,0,0,6,10,4,scenario_5,policy_8,dikesnet,972541358.4672302,20299287.62732069,61400000.0,policy_8
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,6,3,2,0,0,0,0,0,4,3,1,scenario_1,policy_9,dikesnet,646082.1803890239,22167818.198803753,182600000.0,policy_9
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,6,3,2,0,0,0,0,0,4,3,1,scenario_2,policy_9,dikesnet,0.0,22167818.198803753,182600000.0,policy_9
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,6,3,2,0,0,0,0,0,4,3,1,scenario_3,policy_9,dikesnet,0.0,22167818.198803753,182600000.0,policy_9
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,6,3,2,0,0,0,0,0,4,3,1,scenario_4,policy_9,dikesnet,22505674.667169593,22167818.198803753,182600000.0,policy_9
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,6,3,2,0,0,0,0,0,4,3,1,scenario_5,policy_9,dikesnet,0.0,22167818.198803753,182600000.0,policy_9
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,0,0,0,0,0,4,10,1,scenario_1,policy_10,dikesnet,7865832.224646375,20299287.62732069,92100000.0,policy_10
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,0,0,0,0,0,4,10,1,scenario_2,policy_10,dikesnet,5064083.097687921,20299287.62732069,92100000.0,policy_10
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,0,0,0,0,0,4,10,1,scenario_3,policy_10,dikesnet,0.0,20299287.62732069,92100000.0,policy_10
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,0,0,0,0,0,4,10,1,scenario_4,policy_10,dikesnet,61679288.82246122,20299287.62732069,92100000.0,policy_10
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,6,1,1,0,0,0,0,0,4,10,1,scenario_5,policy_10,dikesnet,23483211.99346423,20299287.62732069,92100000.0,policy_10
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,7,0,3,0,0,1,0,0,2,4,0,scenario_1,policy_11,dikesnet,4737090.633833914,30518832.761027623,30700000.0,policy_11
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,7,0,3,0,0,1,0,0,2,4,0,scenario_2,policy_11,dikesnet,0.0,30518832.761027623,30700000.0,policy_11
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,7,0,3,0,0,1,0,0,2,4,0,scenario_3,policy_11,dikesnet,0.0,30518832.761027623,30700000.0,policy_11
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,7,0,3,0,0,1,0,0,2,4,0,scenario_4,policy_11,dikesnet,28104545.762710195,30518832.761027623,30700000.0,policy_11
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,7,0,3,0,0,1,0,0,2,4,0,scenario_5,policy_11,dikesnet,333614259.9453117,30518832.761027623,30700000.0,policy_11
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,7,6,4,scenario_1,policy_12,dikesnet,2011117183.02017,20299287.62732069,0.0,policy_12
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,7,6,4,scenario_2,policy_12,dikesnet,1397733951.1415546,20299287.62732069,0.0,policy_12
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,7,6,4,scenario_3,policy_12,dikesnet,404619464.5653614,20299287.62732069,0.0,policy_12
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,7,6,4,scenario_4,policy_12,dikesnet,802814571.8346055,20299287.62732069,0.0,policy_12
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,7,6,4,scenario_5,policy_12,dikesnet,2779182336.994201,20299287.62732069,0.0,policy_12
