discount rate 0,discount rate 1,discount rate 2,A.0_ID flood wave shape,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,policy_name
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,5,6,4,2,0,0,0,0,0,1,4,6,scenario_2,policy_507,dikesnet,0.0,22167818.198803753,182600000.0,policy_507
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,5,6,4,2,0,0,0,0,0,1,4,6,scenario_3,policy_507,dikesnet,0.0,22167818.198803753,182600000.0,policy_507
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,5,6,4,2,0,0,0,0,0,1,4,6,scenario_4,policy_507,dikesnet,22505674.667169593,22167818.198803753,182600000.0,policy_507
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,5,6,4,2,0,0,0,0,0,1,4,6,scenario_5,policy_507,dikesnet,0.0,22167818.198803753,182600000.0,policy_507
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,7,5,0,0,0,1,0,0,2,4,1,scenario_1,policy_508,dikesnet,21989202.648442708,6320800.309666242,92100000.0,policy_508
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,7,5,0,0,0,1,0,0,2,4,1,scenario_2,policy_508,dikesnet,29496049.352448173,6320800.309666242,92100000.0,policy_508
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,7,5,0,0,0,1,0,0,2,4,1,scenario_3,policy_508,dikesnet,65967393.393612415,6320800.309666242,92100000.0,policy_508
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,7,5,0,0,0,1,0,0,2,4,1,scenario_4,policy_508,dikesnet,39981716.39412507,6320800.309666242,92100000.0,policy_508
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,7,5,0,0,0,1,0,0,2,4,1,scenario_5,policy_508,dikesnet,963464931.1834276,6320800.309666242,92100000.0,policy_508
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,0,4,0,5,1,0,0,1,0,0,1,4,3,scenario_1,policy_509,dikesnet,0.0,26620087.93698693,213300000.0,policy_509
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,0,4,0,5,1,0,0,1,0,0,1,4,3,scenario_2,policy_509,dikesnet,0.0,26620087.93698693,213300000.0,policy_509
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,0,4,0,5,1,0,0,1,0,0,1,4,3,scenario_3,policy_509,dikesnet,0.0,26620087.93698693,213300000.0,policy_509
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,0,4,0,5,1,0,0,1,0,0,1,4,3,scenario_4,policy_509,dikesnet,15283240.073492667,26620087.93698693,213300000.0,policy_509
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,0,4,0,5,1,0,0,1,0,0,1,4,3,scenario_5,policy_509,dikesnet,0.0,26620087.93698693,213300000.0,policy_509
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,5,7,2,0,0,0,0,0,7,7,0,scenario_1,policy_510,dikesnet,0.0,22167818.198803753,303800000.0,policy_510
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,5,7,2,0,0,0,0,0,7,7,0,scenario_2,policy_510,dikesnet,0.0,22167818.198803753,303800000.0,policy_510
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,5,7,2,0,0,0,0,0,7,7,0,scenario_3,policy_510,dikesnet,0.0,22167818.198803753,303800000.0,policy_510
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,5,7,2,0,0,0,0,0,7,7,0,scenario_4,policy_510,dikesnet,7435854.63677302,22167818.198803753,303800000.0,policy_510
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,5,7,2,0,0,0,0,0,7,7,0,scenario_5,policy_510,dikesnet,0.0,22167818.198803753,303800000.0,policy_510
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,3,0,0,1,0,0,6,5,4,scenario_1,policy_511,dikesnet,0.0,30518832.761027623,61400000.0,policy_511
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,3,0,0,1,0,0,6,5,4,scenario_2,policy_511,dikesnet,0.0,30518832.761027623,61400000.0,policy_511
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,3,0,0,1,0,0,6,5,4,scenario_3,policy_511,dikesnet,0.0,30518832.761027623,61400000.0,policy_511
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,3,0,0,1,0,0,6,5,4,scenario_4,policy_511,dikesnet,9214125.581976226,30518832.761027623,61400000.0,policy_511
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,4,3,0,0,1,0,0,6,5,4,scenario_5,policy_511,dikesnet,0.0,30518832.761027623,61400000.0,policy_511
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,3,7,5,0,0,0,1,0,0,6,0,7,scenario_1,policy_512,dikesnet,8961706.709926616,6320800.309666242,213300000.0,policy_512
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,3,7,5,0,0,0,1,0,0,6,0,7,scenario_2,policy_512,dikesnet,3409088.914210429,6320800.309666242,213300000.0,policy_512
1.0,0.0,1.0,58,264.830387795446,0.1876476193862079,1.0,156.89714316621036,0.9352932819705124,1.0,225.75562755879147,0.0324703838121146,1.0,168.99337531540922,0.5949670642485965,1.0,231.4922817597655,0.4727037730072599,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,3,7,5,0,0,0,1,0,0,6,0,7,scenario_3,policy_512,dikesnet,15042815.114702038,6320800.309666242,213300000.0,policy_512
2.0,1.0,1.0,92,59.92425911288652,0.1456031763026122,2.0,225.88750188396207,0.7764663619024178,1.0,152.73514468652436,0.1306212911082276,1.0,216.77794605479065,0.4046754645021818,1.0,49.78858471670392,0.247421868493569,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,3,7,5,0,0,0,1,0,0,6,0,7,scenario_4,policy_512,dikesnet,27450129.710460186,6320800.309666242,213300000.0,policy_512
1.0,0.0,0.0,59,177.79997221705574,0.4523710905746987,1.0,265.24837661876506,0.4918671839426259,1.0,259.81807415158914,0.066097822983843,0.0,197.2329067009401,0.5177391076096309,1.0,250.8002614573737,0.6266789215624736,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,3,7,5,0,0,0,1,0,0,6,0,7,scenario_5,policy_512,dikesnet,404671992.45886344,6320800.309666242,213300000.0,policy_512
0.0,1.0,2.0,56,88.94371249814412,0.4199386610896389,1.0,146.04073656435395,0.594710567648668,1.0,61.69192576323024,0.1501769790823206,1.0,126.22580588848274,0.6122357670468133,0.0,213.64786135390892,0.4517392165781554,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,6,5,2,0,0,0,0,0,6,0,2,scenario_1,policy_513,dikesnet,3642507.5314313425,22167818.198803753,92100000.0,policy_513
2.0,1.0,1.0,61,170.15827558293674,0.2991216406253392,1.0,115.78975535059163,0.959846769361842,1.0,144.25353841372117,0.0809312703459713,2.0,176.85772908174306,0.3839733946141132,1.0,275.1652389403406,0.3397437911850972,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,6,5,2,0,0,0,0,0,6,0,2,scenario_2,policy_513,dikesnet,5064083.097687921,22167818.198803753,92100000.0,policy_513
