generational_distance,hypervolume,epsilon_indicator,inverted_gd,spacing,nfe
inf,0.0,inf,inf,0.0,0
4.69340305934525,0.0,3.5688109250493825,4.267986857065698,4270.9653583978325,100
2.2719868401534025,0.0,1.3076352899823775,1.0798070659603698,6793.08604138258,1193
1.0495150395958859,0.16754903819222447,0.5682137834036568,0.39546432306452356,4743.695037094671,2290
0.8207852519054027,0.29069897426397345,0.5682137834036568,0.3149601703898282,3258.4075724466943,3382
0.7524728931593822,0.31610188225344865,0.5682137834036568,0.2922123624149103,3629.100737256451,4477
0.652737463347288,0.3253885075199912,0.5682137834036568,0.26971345517657225,4328.769111682556,5570
0.6486405421958339,0.32539840582774837,0.5682137834036568,0.2723245836513694,4803.764539996526,6666
0.6127171280574935,0.3254103995077611,0.5682137834036568,0.2723098638894024,5779.812388214216,7760
0.6277648268634191,0.3254103995077611,0.5682137834036568,0.2723125352565384,5760.640219666523,8852
0.6277648267085585,0.3254103995077611,0.5682137834036568,0.2723125352565384,5760.640219034261,9946
0.6277648267085585,0.3254103995077611,0.5682137834036568,0.2723125352565384,5760.640219034261,11033
0.6165249664260423,0.3254103995077611,0.5682137834036568,0.2723125352565384,5777.533107897355,12125
0.6165249664260423,0.3254103995077611,0.5682137834036568,0.2723125352565384,5777.533107897355,13217
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,14309
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,15403
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,16497
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,17591
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,18684
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,19781
0.670292581230114,0.3254103995077611,0.5682137834036568,0.2723125352565384,5907.797622469376,20080
