generational_distance,hypervolume,epsilon_indicator,inverted_gd,spacing,nfe
inf,0.0,inf,inf,0.0,0
5.309047765903178,0.0,2.974462261822553,3.6312349648347326,4388.111758412539,100
1.7260530126903877,0.0,1.0789762366578155,0.9468109947196718,7114.682699498264,1194
0.8221926319177463,0.36253042185991363,0.49674984905150626,0.30138618519887406,4032.33388130296,2283
0.6138367444338958,0.38451945725660786,0.4705849081690233,0.27916462691104704,4314.359387862821,3376
0.6038316849316419,0.3961958150600468,0.466671636784078,0.2505390640746908,4121.091220656909,4472
0.5935348928771416,0.39989084322791535,0.466671636784078,0.24208236153662388,5571.569091544907,5564
0.5721602591341629,0.39989084322955026,0.466671636784078,0.24390539502273503,5239.98491211362,6659
0.5274299251933746,0.39990465865797453,0.466671636784078,0.24390493901704666,5391.619718749059,7751
0.5945142806971183,0.39990465865941477,0.466671636784078,0.24390493901704666,5827.128942068147,8845
0.5187557335460609,0.3999126468922902,0.466671636784078,0.24393807177310137,5591.535779646161,9939
0.502098931338692,0.39991264689392514,0.466671636784078,0.24393807177310137,5471.688435729928,11028
0.502098931338692,0.39991264689392514,0.466671636784078,0.24393807177310137,5471.688435729928,12127
0.5103385769065294,0.39991264689392514,0.466671636784078,0.24393791965999875,5416.08066565239,13213
0.5103385769065294,0.39991264689392514,0.466671636784078,0.24393791965999875,5416.08066565239,14305
0.5103385769065294,0.39991264689392514,0.466671636784078,0.24393791965999875,5416.08066565239,15397
0.5278227464215235,0.39991264689392514,0.466671636784078,0.24393791935083153,5136.124936543638,16493
0.5278227464215235,0.39991264689392514,0.466671636784078,0.24393791935083153,5136.124936543638,17583
0.5278227464215235,0.39991264689392514,0.466671636784078,0.24393791935083153,5136.124936543638,18679
0.5278227464215235,0.39991264689392514,0.466671636784078,0.24393791935083153,5136.124936543638,19772
0.5278227464215235,0.39991264689392514,0.466671636784078,0.24393791935083153,5136.124936543638,20071
